smiles,Kode-1,Kode-2
CC(C)(C)[C@H]1CCc2c(sc(c2C(=O)N[C@H]3CCS(=O)(=O)C3)N[C@@H]4c5ccccc5C(=O)O4)C1,C47136027,P70695734
c1ccc(cc1)C(=O)Nc2cccc(c2)C(=O)Nc3ccc(cc3)S(=O)(=O)N4CCCCCC4,C59133053,P89708330
COc1ccc(cc1C(=O)NC(=S)Nc2ccc(cc2)N3C(=O)c4ccccc4C3=O)Br,C22834394,P89817112
COc1cc(ccc1N2C(=O)c3ccccc3C2=O)NC(=S)NC(=O)c4ccc(c(c4)Cl)Cl,C22821685,P89818791
CCOc1ccccc1[C@H]2C/C(=C/3\C(=O)NC(=O)N(C3=O)C4CCCCC4)/Nc5ccccc5S2,C15834927,P97550871
COC(=O)C1=C(NC(=O)N[C@H]1c2ccccc2Cl)CN3CCN(CC3)c4cccc(c4)Cl,C67689633,P103934098
c1cc(cc(c1)N2C(=O)[C@@H]3CC=CC[C@H]3C(=O)N2)C(=O)Nc4cc(ccc4N5CCCC5)C(F)(F)F,C68787393,P105605584
c1cc(cc(c1)N2C(=O)[C@H]3CC=CC[C@H]3C(=O)N2)C(=O)Nc4cc(ccc4N5CCCC5)C(F)(F)F,C68787394,P105605585
C[NH+](Cc1ccccc1NC(=O)c2cccc(c2)N3C(=O)[C@H]4CC=CC[C@@H]4C(=N3)[O-])C5CCCCC5,C68787404,P105606660
COc1cc(ccc1OCc2ccccc2)[C@H]3c4c([nH]n(c4=O)c5ccccc5)NC6=C3C(=O)CCC6,C18195640,P110074716
c1ccc(cc1)n2c(=O)c3c([nH]2)NC4=C([C@@H]3c5ccc(cc5)OC(F)(F)F)C(=O)C[C@H](C4)c6ccco6,C18200299,P110077656
CCN(CC(=O)Nc1ccc(cc1)N2CCOCC2)C(=O)c3cc4ccc(cc4[nH]3)Br,C71849077,P111448230
Cc1cc(ccc1Br)NC(=O)CN2c3cc(c(cc3NC(=CC2=O)CC(=O)OC)C)C,C64869436,P151877515
c1ccc(cc1)NC(=O)C[C@H]2C(=O)N/C(=N\N=C/c3ccc(o3)c4ccc(cc4)Br)/S2,C33431403,P152354817
c1ccc2c(c1)c(=O)n(c(n2)SCC(=O)N/N=C\c3ccc(cc3)O)c4ccc(cc4)Br,C96624429,P152729582
c1ccc2c(c1)/C(=C\Nc3ccc(cc3)O)/C(=O)N(C2=O)c4cc(ccc4N5CCOCC5)Cl,C09440782,P155283604
[H]/N=C\1/C(=C\c2ccc(c(c2)OC)O)/C(=O)N=C3N1N=C(S3)CC,C03863101,P04530041
c1ccc2c(c1)NC3(CCN(CC3)C(=O)Cn4ccnc4)NS2(=O)=O,C12221890,P20117393
CC1(C(=O)Nc2cc(ccc2O1)S(=O)(=O)NCC[S@@](=O)C)C,C12187670,P28778992
Cc1c(cnc(n1)N)C(=O)N2CCC[C@H](C2)c3ccc(cn3)C(=O)N4CCCC4,C19705631,P29222398
COC(=O)[C@@H](CO)NC(=O)Cn1cc(ccc1=O)Br,C36816579,P54715459
C1CS(=O)(=O)C[C@@H]1N(C2CC2)C(=O)CSc3nnc(s3)N,C08293669,P58575033
C1COCCN1CCCNC(=O)C(=O)NC2=CC3=CC=N[C@@H]3C=C2,C38787452,P58735770
CNC(=O)C(=O)Nc1ccc(c(c1)N2CCCCS2(=O)=O)OC,C40266331,P61129063
CN(C)S(=O)(=O)N1CCN(CC1)c2c(cc(cn2)C(=O)N)Cl,C40555703,P61583377
COC(=O)[C@H](CO)NS(=O)(=O)c1cc(cnc1)Br,C44476946,P67123745
C1CCN(C1)c2nn(c(=S)s2)CN3CCO[C@H](C3)C(=O)N,C50925773,P76216523
CCN(CCC#N)C(=O)CN1c2ccc(cc2C[C@H]1C)S(=O)(=O)N,C52283816,P78254284
c1cnc(cc1N)C(=O)N2CCCn3c(cc(n3)C(=O)N4CCCC4)C2,C65374150,P100488241
c1cnc(nc1N2CCC(CC2)O)N3Cc4cnn(c4C3)CCO,C67432023,P103561400
Cc1c(c2cc(ccc2n1C)OC)C(=O)N3CCn4c(cnc4C3)C(=O)N,C67774938,P104067329
c1c(nc(cn1)N2CCC3(CC2)C(=O)NCCN3)C(=O)N4CCCCC4,C67965826,P104345287
C[C@@H](C(=O)N1CCOCC1)N2CCN(CC2)[C@@H](c3ccc(cc3)F)C(=O)N,C68831962,P105668305
[H]/N=C/1\[C@@H](C(=O)C1=O)N2CCC[C@](C2)(c3ccc(c(c3)OC)OC)O,C70638083,P108965486
c1cc([nH]c(=O)c1C(=O)N2CCC[C@]3(C2)CNC(=O)O3)C(F)(F)F,C72151825,P112032610
Cc1c(cc(c(n1)[O-])C#N)C(=O)N2CCC[C@](CC2)(C[NH+](C)C)O,C72162830,P112063394
Cc1nc(n(n1)C[C@H]2CN(CCO2)Cc3ccc(cc3)C(=O)N)C,C72253466,P112270786
c1c([nH]nc1[C@@H]2CCCN(C2)S(=O)(=O)N3CCOCC3)CO,C72363991,P112516104
Cc1c2c(nc(nc2N3CCO[C@H](C3)CN)c4ccccn4)n(n1)C,C72421686,P112662008
CCN1C[C@]2(CCCN(C2)C(=O)Cn3c(cc(n3)C)N)CCC1=O,C72424738,P112667086
CC(=O)N1CCC2(CC1)C[C@@H]([NH+](C2)Cc3cc([nH]n3)C(C)(C)C)C(=O)[O-],C72432441,P112682459
CCC[NH+]1CC2(CCN(CC2)C(=O)c3c(ccc[nH+]3)[O-])C[C@@H]1C(=O)[O-],C72447159,P112714018
CC(C)NC(=O)C(=O)N1CCN(CC1)CC(=O)NCC(F)(F)F,C53398152,P113639859
C[C@H](C(=O)NCC(F)(F)F)N1CCN(CC1)C(=O)C(=O)NC(C)C,C73022863,P113653799
CCn1cc(cn1)C(=O)N2CCN(CC2)[C@H](c3ccccc3)C(=O)N,C74691022,P116382081
CC[C@H](c1c(nn(c1C)C)C)NC(=O)N[C@H]2CC(=O)N(C2)C3CC3,C79010690,P123331353
Cc1c(oc2c1c(nc(n2)CN3CCN(CC3)C(=O)N(C)C)N)C,C79112216,P123505247
c1csc(n1)N2CCN(CC2)S(=O)(=O)c3c(cn[nH]3)CO,C88875452,P139025926
Cc1c(c(n(n1)CCO)C)S(=O)(=O)N[C@H](C)c2nccs2,C88902728,P139059546
C[C@]1(CCS(=O)(=O)C1)[N-]S(=O)(=O)N2CCCC[C@@H]2C[NH2+]C,C89012384,P139219534
CS(=O)(=O)CCN1CCN(CC1)[C@@H](c2ccc(cc2)C#N)C(=O)N,C89934407,P140573857
Cc1nc2n(n1)CCC[C@@H]2NC(=O)NC[C@H]3CN4CCCC[C@@H]4CO3,C90604593,P141683380
Cc1nc([nH]n1)CN2CCN(CC2)C(=O)c3c[nH]c4c3c(ccc4)F,C90634649,P141757020
CNCc1cc(c[nH]1)S(=O)(=O)N2CCSC[C@H]2S(=O)(=O)C,C90926284,P142243236
Cc1cc([nH]n1)C(=O)N2CCC3(CCC(=O)N(C3)C[C@H](C)O)CC2,C91563274,P143293235
CCCc1c(cn[nH]1)C(=O)N2CC[C@]3(C2)CCCN(C3=O)CCO,C91595774,P143360287
c1cc(nnc1C(=O)N2C[C@H](C[C@@H](C2)CO)C[NH+]3CCOCC3)[O-],C91745367,P143638975
Cc1nc(cs1)c2[nH]cc(c(=O)n2)C(=O)N[C@H](C)c3csc(n3)C,C91951693,P143947968
c1ccc(cc1)c2cc(no2)C(=O)N3Cc4c([nH]c[nH+]4)C[C@@H]3C(=O)[O-],C95504696,P150094095
COCCNC(=O)c1c2n(c[nH+]1)-c3ccccc3S(=O)(=O)[N-]C2,C96266074,P151734029
Cc1nc([nH]n1)[C@H](C(C)C)NC(=O)c2cnc3n(c2=O)ccs3,C97010317,P153542008
Cc1c(c(n[nH]1)C)CNCCS(=O)(=O)N2C[C@H](O[C@@H](C2)C)C,C97159636,P153833038
c1c(nc[nH]1)C[NH+]2CCN(C[C@H](C2)C(=O)[O-])C(=O)C3CCOCC3,C97619022,P154728879
c1ccc(cc1)COCCN2CCN(C[C@H](C2)O)C(=O)c3c[nH]nc3,C97733073,P155040704
c1ccn2cc(nc2c1)CN3CCN(C[C@H](C3)O)C(=O)c4ccn[nH]4,C97805773,P155229474
CCN([C@@H]1CCS(=O)(=O)C1)S(=O)(=O)c2c(n(nc2N)C)C,C97830514,P155263313
CCCNC(=O)O[C@@H]1CC[C@@]2([C@H]([C@]1(C)CO)CC[C@H]([C@H]2CC(=O)NCc3ccc(cc3)F)O)C,C04236696,P05521089
CCN(CC)c1ccc(cc1)/C=C\2/C(=O)NC(=O)N(C2=O)CCCCCCNC(=O)N,C04733291,P06854910
CCOc1ccc(cc1)/C=C(\C(=O)NN)/NC(=O)c2cc(c(c(c2)OC)OC)OC,C01198958,P07376177
CCOC(=O)[C@@H](C(=O)C)Sc1[nH]c(=O)c(c(n1)N)NC(=O)c2ccc(cc2)F,C05078488,P07494308
c1cc(cc(c1)CNC(=S)NC(=O)c2ccco2)CNC(=S)NC(=O)c3ccco3,C03225915,P14019209
c1cc(ccc1CCNC(=O)Cc2csc(n2)NC(=O)C3CC3)S(=O)(=O)N,C09816110,P15010128
CCOc1ccc(cc1)NC(=O)CCC(=O)NNC(=S)NC(=O)c2ccc(o2)Br,C12570823,P18483852
CCCC(=O)Nc1ccc(cc1)C(=O)NNC(=S)NC(=O)/C=C/c2ccc(cc2)OC,C13976601,P21501009
COCCOc1ccc(cc1Br)C(=O)NC(=S)Nc2ccc(cc2)C(=O)N,C14661853,P22386848
c1cc(ccc1/C=C\2/C(=O)N(C(=S)S2)CCCCCC(=O)Nc3ccc(cc3)S(=O)(=O)N)O,C15044509,P22861273
CSCC[C@@H](C(=O)Nc1ccc2c(c1)[nH]c(=O)[nH]2)NS(=O)(=O)c3ccc(cc3)Cl,C15545205,P23500774
CC(=O)NC(=S)Nc1ccc(cc1)NC(=S)NC(=O)c2cc(ccc2OC)Cl,C16320877,P24697970
c1ccc(cc1)N(CCC(=O)N)C(=O)CSc2nnc(n2N)c3cc(ccc3Cl)Cl,C16808506,P25341822
COCCNC(=O)c1c2c(sc1NC(=O)COC(=O)c3ccc(cc3N)Cl)CCCC2,C19124361,P28244041
c1cc(ccc1CCC(=O)Nc2ccc(cc2)NS(=O)(=O)c3ccc(c(c3)F)F)S(=O)(=O)N,C19599949,P29047777
CCOC(=O)C1=C(NC(=O)N[C@@H]1c2ccc(cc2)OC(C)C)CN3CCC(CC3)C(=O)N,C20214382,P30096359
CCOC(=O)C1=C(NC(=O)N[C@@H]1c2ccc(cc2)OC)CN3CCC(CC3)C(=O)N,C20530914,P30609871
c1ccc(c(c1)/C=N/Nc2[nH]nc(n2)SCC(=O)NNC(=O)C(F)(F)F)Cl,C20833443,P31083997
c1cc(cc(c1)Cl)/C=N/Nc2[nH]nc(n2)SCC(=O)NNC(=O)C(F)(F)F,C20835128,P31086657
c1cc(cc(c1)O)/C=N/Nc2[nH]nc(n2)SCCC(=O)Nc3c(c4c(s3)CCCC4)C#N,C20906714,P31220490
CCOc1cc(ccc1O)/C=N/Nc2nnc(n2N)SCC(=O)c3ccc(cc3)Br,C21326439,P31834656
c1cc(ccc1CNc2nnc(s2)SCC(=O)Nc3c(ccs3)C(=O)N)F,C21738020,P32370778
c1cc(ccc1N(CCC(=O)N)C(=O)COC(=O)c2c(c(c(c(n2)Cl)Cl)N)Cl)F,C16804736,P32400318
CC(=O)Nc1cc(cc(c1)NC(=O)C)C(=O)NNC(=O)c2ccc(cc2)COc3ccc(cc3)Cl,C21871171,P32553169
CCOC(=O)C1=C(NC(=O)N[C@@H]1c2ccc(o2)C)COC(=O)c3ccc(cc3N)F,C23015034,P34162472
CCC[NH+](Cc1nc2cc(ccc2c(n1)[O-])Cl)CC(=O)Nc3c(c4c(s3)CCC4)C(=O)N,C12569629,P48379664
Cc1ccc(cc1)NCc2nnc(n2CC=C)SCC(=O)N/N=C/c3ccc(cc3O)O,C00695492,P56370489
COc1ccc(cc1)CNC(=O)NCCNC(=O)c2ccc(cc2)NC(=O)C3CC3,C38881315,P58903066
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CNC(=O)c3ccc4c(c3)S[C@H](N4)n5cccc5,C39148533,P59308572
CC[C@@H](C(=O)N[C@@H]1[C@@H](C2=C(S1)CCCC2)C(=O)OCC)Sc3[nH]c(=O)cc(n3)N,C39237433,P59450158
c1ccc(cc1)CNC(=O)CSC2=NN[C@H](N2c3ccc(cc3)Cl)Cc4cc(=O)[nH]c(=O)[nH]4,C39363104,P59649595
CCCOc1ccccc1Cn2c3ccccc3nc2S[C@@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O,C39915878,P60561924
CCCOc1ccc(cc1)Cn2c3ccccc3nc2S[C@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O,C39915905,P60561951
COC(=O)c1c(c(sc1N)C(=O)OC)CSc2nnc(n2N)c3cccc(c3)F,C40161752,P60953539
C[C@]12CC[C@H]([C@@]([C@H]1Cc3c(nc(s3)NC(=O)C(C)(C)C)[C@H]2CC(=O)NCCOC)(C)CO)O,C43553449,P65855656
CCNC(=O)O[C@@H]1CC[C@]2([C@H]([C@]1(C)CO)CC[C@H]([C@H]2CC(=O)NCc3ccc4c(c3)OCO4)O)C,C43553733,P65855940
CCNC(=O)O[C@@H]1CC[C@]2([C@@H]([C@]1(C)CO)CC[C@H]([C@H]2CC(=O)NCc3cc(cc(c3)F)F)O)C,C43553752,P65855959
Cc1c(sc2c1c(=O)[nH]c(n2)CSCC(=O)NCCc3ccc(cc3)S(=O)(=O)N)C,C09724218,P86075242
COc1ccc(cc1)CNC(=O)CSc2nc([nH]n2)N/N=C/c3cc(ccc3O)Br,C59016953,P89391929
COc1cccc(c1)Cn2cc(cn2)NC(=S)Nc3ccc(cc3)S(=O)(=O)N,C13761881,P90005029
c1cc(cc(c1)Br)/C=N/Nc2nnc(n2N)SCC(=O)NCc3ccc(cc3)F,C20292216,P90641145
CCc1ccc(cc1)[C@H]2NC(=NN2)SCC(=O)N[C@@H](CC3=c4ccccc4=[NH+]C3)C(=O)[O-],C64684563,P99360028
c1ccc(cc1)CS(=O)(=O)NCCNC(=O)Nc2ccc(cc2)N3CCNC3=O,C65624017,P100951031
Cc1c(c([nH]n1)c2ccc(cc2O)OCCN3CCC(CC3)C(=O)N)c4ccc(cc4)OC,C39354380,P111024324
Cc1ccc(cc1)c2nc(cs2)CC(=O)NCc3ccc(cc3)C(=O)NCC(=O)N,C71962052,P111686711
Cc1ccc(cc1)c2cnc(o2)CCC(=O)NCc3ccc(cc3)C(=O)NCC(=O)N,C71962076,P111686744
CCOc1cc(ccc1OCC(=O)NC(C)(C)C)CNc2ccc(cc2)S(=O)(=O)N,C00624132,P126171540
c1cc(ccc1S(=O)(=O)N[C@@H](CCC(=O)N)C(=O)NCC2CCCCC2)Cl,C02663013,P126198639
CCOc1cc(ccc1OCC(=O)N)[C@H]2CC(=O)Nc3c2c(=O)[nH]c(n3)SCC,C21784615,P134727266
COc1ccc(cc1)NC[C@H](CN2CCN(CC2)C[C@@H](CNc3ccc(cc3)OC)O)O,C22590010,P141587861
c1cc(oc1)C[NH2+]C[C@H](COc2ccc(cc2)OC[C@@H](C[NH2+]Cc3ccco3)O)O,C04200642,P05454132
CCNP1(=NP(=NP(=NP(=N1)(NCC)NCC)(NCC)NCC)(NCC)NCC)NCC,C04742127,P06798898
COc1cc(ccc1OCc2ccccc2)/C=N/Nc3nc4c(nc[nH+]c4n3[C@@H]5[C@@H]([C@@H]([C@@H](O5)CO)O)O)N,C08964834,P13765677
COc1cc(ccc1OCc2ccccc2)/C=N/Nc3nc4c(ncnc4n3[C@H]5[C@@H]([C@@H]([C@@H](O5)CO)O)O)N,C08964835,P13867033
c1cc(c(cc1Cl)Cl)CON/C=C/C(=O)NN/C(=C/Oc2ccc(cc2Cl)Cl)/[NH3+],C20366338,P30344811
CCCOc1ccc(cc1)c2c3c([nH]n2)OC(=C([C@H]3c4ccc(c(c4)OC)OCC(=O)N)C#N)[NH3+],C08568183,P30530013
C=CCc1cccc(c1O)/C=N/Nc2[nH]nc(n2)SCCC(=O)Nc3ccc(cc3)S(=O)(=O)N,C20832689,P31082771
C=CCc1cccc(c1O)/C=N/Nc2[nH]nc(n2)SCC(=O)Nc3nnc(s3)SCC(=O)N,C20832711,P31082807
COc1ccc(cc1O)/C=N/Nc2[nH]nc(n2)SCC(=O)Nc3nnc(s3)SCC(=O)N,C20833953,P31084759
CC(C)n1cc(cn1)/C=N/Nc2nnc(n2N)SCC(=O)Nc3ccc(cc3)S(=O)(=O)N,C20921674,P31236349
CC(C)n1cc(cn1)/C=N/Nc2nnc(n2N)SCCC(=O)Nc3ccc(cc3)S(=O)(=O)N,C20921716,P31236398
CCCCn1c(c(c(=O)[nH]c1=O)N(CC)CC(=O)N(CC)c2c(n(c(=O)[nH]c2=O)CCCC)N)N,C24956006,P36927311
C(CCCCCCNc1nc(nc(n1)N)N)CCCCCNc2nc(nc(n2)N)N,C27095140,P39914521
c1cc(ccc1OC[C@H](C[NH2+]CCN2CCOCC2)O)OC[C@@H](CNCC[NH+]3CCOCC3)O,C27529525,P40565251
COc1ccc(cc1O[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)[C@H]3[C@@H](c4cc(cc(c4O3)OC)CCCO)CO,C31156103,P45880848
c1ccc(cc1)OCCOc2ccccc2C(=O)NC(=S)Nc3ccc(cc3)S(=O)(=O)N=C(N)N,C14040676,P49737428
C1CCC(CC1)CCCCCO[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O,C33745447,P49999922
COc1cc(ccc1O)[C@@H](CO)[C@@H](c2ccc(c(c2)OC)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O,C35271359,P52333187
c1cc(c(cc1Cl)Cl)CON/C=C/C(=O)NN/C(=C\Oc2ccc(cc2Cl)Cl)/[NH3+],C20366338,P52469491
c1ccc2c(c1)c(c[nH]2)CC(=O)OC[C@H]3[C@H]([C@H]([C@@H]([C@@H](O3)O[C@]4([C@@H]([C@@H]([C@@H](O4)CO)O)O)CO)O)O)O,C37009790,P55015507
COc1ccc(cc1O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)[C@@H]3[C@@H](c4cc(cc(c4O3)OC)CCCO)CO,C35454999,P56755531
CCCCC[C@@H](C=C)O[C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)CO[C@@H]2[C@@H]([C@@H]([C@@H](CO2)O)O)O)O)O)O,C35454840,P56755566
CC(=CCC[C@](C)([C@H](C[C@@H](/C(=C/COC[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)/C)OC(=O)C)O)O)C,C35457532,P56755634
COc1cc(ccc1O[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)[C@@H]3[C@@H](c4cc(cc(c4O3)OC)/C=C/CO)CO,C31159883,P56765158
COc1cc(cc(c1O)OC)[C@@H]2c3c(cc(c(c3OC)O)OC)C[C@H]([C@@H]2CO[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)CO,C38139589,P57373934
COc1cc(ccc1O)/C=C/C(=O)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,C38139690,P57374178
COc1cc(cc(c1O)OC)[C@H]2c3c(cc(c(c3OC)O)OC)C[C@@H]([C@@H]2CO[C@@H]4[C@@H]([C@@H]([C@@H](CO4)O)O)O)CO,C38143746,P57408176
CCOc1ccc(cc1)NC(=O)CS[C@@H]2NN[C@@H](N2[NH3+])[C@@H]3C=C(N=N3)c4ccc(cc4)OC,C38999270,P59089594
COc1cc(ccc1O[C@@H]2NNNN2c3ccccc3)C[NH2+]CCC4=c5ccccc5=[NH+]C4,C63280122,P97181884
c1cc(c(cc1F)OCCOc2cc(ccc2N(CC(=O)N)CC(=O)N)F)N(CC(=O)N)CC(=O)N,C65356700,P100463509
CCCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,C66157001,P101761763
COc1cc(ccc1O)C[C@]2(CO[C@@H]([C@H]2CO)c3ccc(c(c3)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,C67910359,P104261272
C[C@]12C[C@H]([C@@H]([C@@H]([C@@H]1[C@@](CC[C@@H]2O)(CO)O)O)C(=C)C(=O)OC)OC(=O)C(=C)[C@@H](CO)O,C67913293,P104265592
C=C[C@H](C#CC#CC[C@H]1[C@@H](O1)CCCCC[C@@H]([C@@H](CNC(=O)/C=C/c2ccc(c(c2)O)O)O)O)O,C67913920,P104266519
COc1cc(cc(c1O)OC)[C@H]2c3c(cc(c(c3OC)O[C@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)OC)C[C@@H]([C@@H]2CO)CO,C72320153,P112401846
COC(=O)c1c(c(=O)cc([nH]1)NN)CCCCCc2c(nc([nH]c2=O)NN)C(=O)OC,C08653112,P114188021
c1cc(c(nc1)NCc2cc[nH+]cc2)C(=O)Nc3ccc(cc3)[C@]4(CC[C@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)[O-])O)O)O)C#N,C77293418,P120589080
CCCCCCCCO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)NC(=O)C,C77311959,P120616458
c1cc(cc(c1)S(=O)(=O)/N=C\2/CCCN2)/N=C(/COC(=O)c3ccc(cc3)NC(=[NH2+])O)\O,C09127786,P128025169
CC(C)[C@@H](C(=O)OC[C@@H]([C@@H]([C@@H]([C@@H](COC(=O)[C@@H](C(C)C)/N=C/O)O)O)O)O)/[NH+]=C/O,C31157895,P128188754
CC[C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)CO)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)OC(=O)CC(C)C)O)O)O)O,C01530618,P139534409
CCCCN(c1c(n(c(=O)[nH]c1=O)CC(C)C)N)C(=O)CNC(C)(C)CC(=O)N,C96014187,P151211781
[H]/N=C(/NCCCCCCN/C(=N\C(=N\[H])\Nc1ccc(cc1)Cl)/N)\N/C(=N/c2ccc(cc2)Cl)/N,C18098320,P155499562
[H]/N=C(/NCCCCCC\[NH+]=C(\N)/N=C(\N)/[N-]c1ccc(cc1)Cl)\N/C(=N\c2ccc(cc2)Cl)/N,C18098320,P155499749
c1ccc2c(c1)c(c3c(ccc(c3c2O)NCC[NH2+]CCO)NCC[NH2+]CCO)O,C98023183,P155698959
C1CCC(CC1)CCCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,C98208730,P156176530
CCCCCCCCS[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,C98231097,P156230122
CCCCCCCCCCCO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,C98231107,P156230135
CCCCCCCCCC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@]2([C@@H]([C@H]([C@@H](O2)CO)O)O)CO)O)O)O,C98231151,P156230186
c1cc2c(cc1Br)[nH]cc2Cc3nc(no3)[NH2+]CCCCCNC(=[NH2+])N,C98233679,P156238298
c1cc2cc(ccc2[nH+]c1)c3ccc(cc3)C=O,C06756746,P19485271
c1cc(ccc1/C=C\c2cc[nH+]cc2)Br,C05486523,P20017305
c1cc(ccc1c2cc[nH+]cc2)Br,C05331402,P20108424
c1ccc(cc1)c2c[nH+]ccc2Br,C14982302,P22781374
C[C@@]12C[C@]3(C[NH+](C1)[C@@H](N(C2)C3)C4CCCC4)C,C19330140,P28563671
C[C@H]1CC[C@@H]([C@@H](C1)[NH+](C)C2CCCCC2)C#N,C35250491,P52299616
Cc1cccc(c1)c2[nH+]c(=S)c3c(o2)CCCC3,C02875299,P57358618
c1ccc2=[NH+]CC(=c2c1)/C=N/c3ccc(cc3)Cl,C39396492,P59707317
c1ccc2cc/3c(cc2c1)/C=[NH+]\c4ccccc4/N=C3,C04582786,P60011219
C[C@@H]1C[C@@H](CN(C1)c2cc(cc[nH+]2)CCl)C,C40885126,P62072146
C[C@@H]1CCC[C@@H](C1)[NH+](C)[C@@H]2CCCCC[C@@H]2C#N,C42492980,P64265178
Cc1c(cccc1Cl)/[NH+]=C/c2ccc(cc2)F,C00524263,P89108481
Cc1cc(c(c(c1)C)/[NH+]=C/c2ccc(cc2)C#N)C,C59457059,P90474294
c1ccc(c(c1)C[C@@H](c2cc[nH+]cc2)Br)Cl,C62148199,P95366499
c1cc(ccc1C[C@H](c2cc[nH+]cc2)Br)F,C62167435,P95436824
CC(C)[C@H](Cc1c2ccsc2cc[nH+]1)Cl,C63043233,P96799232
CC[C@@H](Cc1c2ccsc2cc[nH+]1)Br,C63045424,P96799397
C[C@@H]1CC[C@@]2([C@@H]3C(=c4ccccc4=[NH+]3)CCN2C1)C,C63349612,P97288806
Cc1ccc(cc1C)c2cn3ccc(cc3[nH+]2)Cl,C79062400,P123436654
CC[C@@H](Cc1ccc2ccccc2[nH+]1)Br,C63045554,P128786799
C[C@H]1CC[NH+]([C@@H](C1)C)C[C@@H](C(F)(F)F)Br,C82864230,P129518107
CC(C)c1cn2cccc(c2[nH+]1)Br,C84425758,P132125343
C[C@@H](c1cc[nH+]cc1)[C@@H](C(C)C)Br,C85674731,P134147873
C/C(=C\c1ccc2c(c1)ccc[nH+]2)/CBr,C86212712,P134999669
Cc1cc(c[nH+]c1N2CC[C@@H](C2)Cl)Br,C86709703,P135732952
Cc1cscc1[C@@H]([C@H](C)c2cccc[nH+]2)Br,C86826294,P135919473
C[C@@H]1CCC[C@H]([NH+]1CC2(CCCC2)CS)C,C87055754,P136249992
C[C@@H](c1cc[nH+]cc1)[C@@H](C2C[C@H]3C[C@H]3C2)Br,C87567811,P136983731
Cc1cc(c(c[nH+]1)CCl)N2CCCCCC2,C88110628,P137801591
C[C@H](Cc1cccc2c1[nH+]ccc2)CBr,C88107507,P137815889
C[C@@H](C[C@@H](C)Br)c1ccc2c(c1)ccc[nH+]2,C88107526,P137815924
C[C@@H](C[C@@H](C)Br)c1cccc2c1[nH+]ccc2,C88107538,P137815947
c1cc2ccc[nH+]c2c(c1)/C=C/CCBr,C88107622,P137816002
Cc1cc(cc(c1)CSC2=[NH+][C@@H](CS2)C)C,C89522018,P139953314
C[C@H]1CSC(=[NH+]1)SCc2ccc(cc2)Cl,C89523929,P139955550
Cc1cc(cc(c1)N(C)c2ccc(c[nH+]2)Cl)C,C90345432,P141239176
c1cc([nH+]cc1Cl)N2CCC3(CCCCC3)CC2,C90345522,P141239190
Cc1ccc(cc1F)[C@H](Cc2cc[nH+]cc2)Cl,C91396082,P143032730
Cc1ccc[nH+]c1C[C@H](c2ccc(c(c2)C)C)Cl,C91396252,P143033298
Cc1ccc(cc1C)[C@H]([C@H](C)c2cccc[nH+]2)Cl,C91396618,P143033992
Cc1ccc(cc1F)[C@H]([C@@H](C)c2cccc[nH+]2)Cl,C91396780,P143034308
