"AverageShortestPathLength","BetweennessCentrality","cl1.Status","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2.56969696969697","0.001742282322074347","Cluster","0.3891509433962264","0.6888888888888889","10","5","false","HLA-DQA1","19.9","0","10","0","0.9742672627918529","false","0","HLA-DQA1","586","0.2618421052631579"
"2.521212121212121","0.007600014659428797","Overlap","0.3966346153846154","0.45054945054945056","14","5","false","CSF1R","21.142857142857142","0","14","0","0.9750620963735718","true","0","CSF1R0","1638","0.2692307692307692"
"2.9515151515151516","0.008040531862385453","Outlier","0.3388090349075975","0.19047619047619047","7","5","false","ZFAND2B","8.714285714285714","0","7","0","0.9680079483358172","false","0","ZFAND2B","1144","0.21428571428571427"
"2.6787878787878787","0.0034002112838016673","Outlier","0.3733031674208145","0.35714285714285715","8","5","false","TP73","19.5","0","8","0","0.9724788872329856","false","0","TP73","628","0.302734375"
"2.3575757575757574","0.017195294382756385","Overlap","0.42416452442159386","0.32105263157894737","20","5","false","HLA-DRB1","17.2","0","20","0","0.9777446597118729","false","0","HLA-DRB1","3312","0.18440860215053764"
"3.1333333333333333","0.0","Outlier","0.3191489361702128","1.0","2","5","false","TREML2","16.0","0","2","0","0.9650273224043716","false","0","TREML2","0","0.6153846153846154"
"2.9696969696969697","0.0014517426622769032","Outlier","0.336734693877551","0.16666666666666666","4","5","false","DBN1","10.75","0","4","0","0.9677098857426727","false","0","DBN1","206","0.29285714285714287"
"3.4545454545454546","0.0","Outlier","0.2894736842105263","0.0","1","5","false","SORCS1","13.0","0","1","0","0.9597615499254843","false","0","SORCS1","0","0.0"
"3.4545454545454546","0.0","Outlier","0.2894736842105263","0.0","1","5","false","RABGAP1L","13.0","0","1","0","0.9597615499254843","false","0","RABGAP1L","0","0.0"
"3.096969696969697","6.025368025914479E-4","Cluster","0.32289628180039137","0.4","5","5","false","CTSH","13.4","0","5","0","0.9656234475906608","false","0","CTSH","96","0.38823529411764707"
"2.4606060606060605","0.03591628581924718","Outlier","0.4064039408866995","0.1794871794871795","13","4","false","BIN1","12.0","0","13","0","0.9760556383507203","false","0","BIN1","4856","0.1401098901098901"
"3.0606060606060606","1.3986476810318564E-4","Outlier","0.32673267326732675","0.0","2","5","false","ASAH2","15.5","0","2","0","0.9662195727769498","false","0","ASAH2","28","0.5178571428571429"
"2.5272727272727273","0.005117454805800551","Overlap","0.39568345323741005","0.4175824175824176","14","5","false","C4B","18.5","0","14","0","0.9749627421758569","false","0","C4B","952","0.23717948717948717"
"2.6545454545454548","0.004720632553330509","Overlap","0.37671232876712324","0.35714285714285715","8","4","false","FGA","14.875","0","8","0","0.972876304023845","false","0","FGA","1062","0.23214285714285715"
"2.6121212121212123","2.2727918792220342E-4","Overlap","0.382830626450116","0.6190476190476191","7","5","false","C1QA","20.857142857142858","0","7","0","0.973571783407849","false","0","C1QA","50","0.2857142857142857"
"2.5090909090909093","0.0014894147134223903","Overlap","0.39855072463768115","0.5555555555555556","9","5","false","APCS","24.77777777777778","0","9","0","0.9752608047690015","false","0","APCS","418","0.294973544973545"
"2.7515151515151515","0.004894020241360497","Outlier","0.3634361233480176","0.4","6","5","false","SYN2","15.333333333333334","0","6","0","0.9712866368604074","false","0","SYN2","716","0.26608187134502925"
"3.787878787878788","0.0","Outlier","0.264","0.0","1","6","false","APBB3","7.0","0","1","0","0.9542970690511674","false","0","APBB3","0","0.0"
"2.890909090909091","0.0028935926589738164","Outlier","0.34591194968553457","0.3333333333333333","3","5","false","CAV2","17.0","0","3","0","0.9690014903129657","false","0","CAV2","400","0.42735042735042733"
"3.5575757575757576","4.4568089653085964E-4","Outlier","0.28109028960817717","0.0","2","6","false","C16orf70","7.0","0","2","0","0.9580725285643319","false","0","C16orf70","40","0.5"
"2.793939393939394","0.02928124708752261","Outlier","0.3579175704989154","0.09523809523809523","7","5","false","APBA1","9.714285714285714","0","7","0","0.9705911574764033","false","0","APBA1","3934","0.19047619047619047"
"2.6","6.916899984474973E-4","Cluster","0.3846153846153846","0.5333333333333333","6","5","false","ALOX5","32.833333333333336","0","6","0","0.9737704918032787","false","0","ALOX5","192","0.4298245614035088"
"2.606060606060606","0.007678074021664222","Outlier","0.38372093023255816","0.32142857142857145","8","4","false","NRG1","18.5","0","8","0","0.9736711376055638","false","0","NRG1","1150","0.24025974025974026"
"2.393939393939394","0.024781530956303886","Cluster","0.4177215189873418","0.5111111111111111","10","4","false","TGFBR2","28.8","0","10","0","0.9771485345255837","false","0","TGFBR2","3490","0.30531914893617024"
"2.581818181818182","0.0024590378170426474","Overlap","0.3873239436619718","0.4835164835164835","14","5","false","PDCD1","20.142857142857142","0","14","0","0.9740685543964233","true","0","PDCD1","408","0.2722007722007722"
"2.5757575757575757","0.0015174018257330605","Outlier","0.38823529411764707","0.39285714285714285","8","5","false","ALK","21.875","0","8","0","0.974167908594138","false","0","ALK","392","0.28044871794871795"
"2.909090909090909","0.0033585421888169173","Overlap","0.34375","0.42857142857142855","7","5","false","TF","10.714285714285714","0","7","0","0.9687034277198212","false","0","TF","694","0.2613240418118467"
"2.8424242424242423","0.0034082479163106186","Outlier","0.3518123667377399","0.0","4","5","false","PDCD6","14.0","0","4","0","0.9697963238946845","false","0","PDCD6","462","0.2826086956521739"
"3.296969696969697","5.455324099656833E-4","Outlier","0.3033088235294118","0.3333333333333333","3","6","false","ALG2","8.333333333333334","0","3","0","0.9623447590660705","false","0","ALG2","84","0.47058823529411764"
"2.0787878787878786","0.03658244544749995","Overlap","0.48104956268221577","0.28739495798319326","35","4","false","VEGFA","18.62857142857143","0","35","0","0.9823149528067561","true","0","VEGFA","7290","0.155"
"2.315151515151515","0.003246852996576399","Overlap","0.43193717277486915","0.5441176470588235","17","5","false","NLRP3","25.235294117647058","0","17","0","0.9784401390958768","true","0","NLRP3","1030","0.2426470588235294"
"2.987878787878788","0.003001786680816265","Outlier","0.33468559837728196","0.16666666666666666","4","5","false","PDE4D","9.75","0","4","0","0.9674118231495281","false","0","PDE4D","456","0.2803030303030303"
"3.5393939393939395","0.0","Outlier","0.28253424657534243","1.0","2","6","false","PRKAR1B","6.0","0","2","0","0.9583705911574764","false","0","PRKAR1B","0","0.6"
"2.787878787878788","0.002991515200096446","Outlier","0.358695652173913","0.47619047619047616","7","5","false","GBA","13.857142857142858","0","7","0","0.9706905116741182","false","0","GBA","514","0.27696793002915454"
"2.6303030303030304","0.013206638770813458","Outlier","0.380184331797235","0.32142857142857145","8","5","false","ADRB2","20.5","0","8","0","0.9732737208147044","false","0","ADRB2","2176","0.26461038961038963"
"2.6484848484848484","0.015883556968165152","Outlier","0.37757437070938216","0.26666666666666666","6","5","false","MTHFR","18.166666666666668","0","6","0","0.9729756582215598","false","0","MTHFR","2196","0.24768518518518517"
"3.6424242424242426","0.0","Outlier","0.27454242928452577","0.0","1","6","false","ADH1C","6.0","0","1","0","0.9566815697963239","false","0","ADH1C","0","0.0"
"2.139393939393939","0.036655767678521065","Overlap","0.4674220963172805","0.29894179894179895","28","4","false","NOTCH1","20.035714285714285","0","28","0","0.9813214108296076","false","0","NOTCH1","6580","0.17543859649122806"
"2.4363636363636365","0.004549376705982187","Overlap","0.4104477611940298","0.36363636363636365","12","4","false","NCSTN","16.583333333333332","0","12","0","0.9764530551415798","false","0","NCSTN","752","0.19186046511627908"
"2.533333333333333","0.0033415031193275322","Overlap","0.39473684210526316","0.35714285714285715","8","4","false","EPHB2","20.5","0","8","0","0.9748633879781421","false","0","EPHB2","676","0.26461038961038963"
"2.187878787878788","0.02710864586347944","Cluster","0.4570637119113573","0.2964426877470356","23","4","false","CTSB","21.17391304347826","0","23","0","0.9805265772478887","true","0","CTSB","5324","0.18374291115311908"
"2.375757575757576","0.001484816682445238","Overlap","0.4209183673469387","0.6","11","4","false","AGER","31.0","0","11","0","0.9774465971187283","true","0","AGER","592","0.31"
"2.212121212121212","0.02356441679351129","Cluster","0.452054794520548","0.30409356725146197","19","4","false","TREM2","20.473684210526315","0","19","0","0.9801291604570294","false","0","TREM2","4286","0.1795937211449677"
"2.6424242424242426","1.5867746268443132E-4","Cluster","0.37844036697247707","0.3333333333333333","4","4","false","FHL2","26.0","0","4","0","0.9730750124192747","false","0","FHL2","44","0.39615384615384613"
"2.56969696969697","0.013743502661081724","Outlier","0.3891509433962264","0.25757575757575757","12","5","false","PPIF","16.75","0","12","0","0.9742672627918529","false","0","PPIF","3000","0.22522522522522523"
"2.2363636363636363","0.0067210489018185585","Overlap","0.44715447154471544","0.38333333333333336","16","4","false","ADAM10","23.6875","0","16","0","0.9797317436661699","false","0","ADAM10","2158","0.21149553571428573"
"2.533333333333333","0.0036723699298290527","Overlap","0.39473684210526316","0.34545454545454546","11","5","false","CHAT","17.818181818181817","0","11","0","0.9748633879781421","false","0","CHAT","1014","0.21729490022172948"
"2.478787878787879","0.007793145751262758","Overlap","0.40342298288508555","0.3939393939393939","12","5","false","NPY","18.75","0","12","0","0.9757575757575758","false","0","NPY","2010","0.21306818181818182"
"1.9515151515151514","0.056878663095225865","Cluster","0.5124223602484472","0.27990708478513354","42","4","false","CASP3","19.285714285714285","0","42","0","0.984401390958768","true","0","CASP3","12378","0.14500537056928034"
"2.993939393939394","3.546733795070824E-4","Overlap","0.3340080971659919","0.5","5","5","false","HTR1A","12.6","0","5","0","0.9673124689518132","false","0","HTR1A","114","0.4"
"2.0424242424242425","0.09964883153290474","Overlap","0.4896142433234421","0.17701149425287357","30","4","false","PSEN2","14.5","0","30","0","0.9829110779930452","false","0","PSEN2","12944","0.1131233595800525"
"2.066666666666667","0.03990095848966433","Outlier","0.48387096774193544","0.3466666666666667","25","4","false","GSK3B","23.76","0","25","0","0.9825136612021858","false","0","GSK3B","8550","0.18276923076923077"
"2.296969696969697","0.011843359853895665","Outlier","0.4353562005277045","0.42857142857142855","14","4","false","NTRK1","24.928571428571427","0","14","0","0.9787382016890214","false","0","NTRK1","1972","0.23450134770889489"
"2.418181818181818","0.012139990027648508","Outlier","0.4135338345864662","0.28888888888888886","10","4","false","CD2AP","18.0","0","10","0","0.9767511177347242","false","0","CD2AP","1668","0.1934782608695652"
"2.175757575757576","0.057869941632168284","Outlier","0.4596100278551532","0.213768115942029","24","4","false","CDK5","16.541666666666668","0","24","0","0.9807252856433185","false","0","CDK5","9558","0.14224137931034483"
"2.278787878787879","0.019055224856839626","Cluster","0.43882978723404253","0.25274725274725274","14","4","false","MME","19.428571428571427","0","14","0","0.9790362642821658","false","0","MME","2956","0.18090787716955942"
"3.1333333333333333","0.0","Cluster","0.3191489361702128","0.0","1","5","false","CUTA","19.0","0","1","0","0.9650273224043716","false","0","CUTA","0","0.0"
"2.4727272727272727","0.02091460666396667","Overlap","0.40441176470588236","0.32967032967032966","14","5","false","SST","17.357142857142858","0","14","0","0.9758569299552907","false","0","SST","3894","0.20578231292517007"
"2.2848484848484847","0.010845912627853069","Outlier","0.43766578249336874","0.3238095238095238","15","5","false","UCHL1","17.866666666666667","0","15","0","0.9789369100844512","false","0","UCHL1","2268","0.1654320987654321"
"2.466666666666667","0.020342244980674565","Overlap","0.4054054054054054","0.3076923076923077","14","5","false","CP","16.571428571428573","0","14","0","0.9759562841530054","false","0","CP","3698","0.19727891156462585"
"2.139393939393939","0.029421247548132294","Overlap","0.4674220963172805","0.3333333333333333","19","4","false","ACHE","22.0","0","19","0","0.9813214108296076","false","0","ACHE","5124","0.1769949066213922"
"2.43030303030303","0.017750368333967426","Cluster","0.4114713216957606","0.32051282051282054","13","5","false","HSPA9","17.76923076923077","0","13","0","0.9765524093392945","false","0","HSPA9","3322","0.1931438127090301"
"3.0484848484848484","0.002016468534375558","Outlier","0.32803180914512925","0.3","5","5","false","SIGMAR1","9.8","0","5","0","0.9664182811723796","false","0","SIGMAR1","270","0.3096774193548387"
