"AverageShortestPathLength","BetweennessCentrality","cl1.Status","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"3.16969696969697","7.794273561054663E-4","Outlier","0.3154875717017208","0.6666666666666666","3","5","false","CRAT","9.333333333333334","0","3","0","0.9644311972180825","false","0","CRAT","158","0.3888888888888889"
"3.290909090909091","8.321671825153568E-4","Outlier","0.30386740331491713","0.3333333333333333","3","6","false","OGDH","8.0","0","3","0","0.9624441132637854","false","0","OGDH","178","0.40350877192982454"
"3.16969696969697","7.794273561054663E-4","Outlier","0.3154875717017208","0.6666666666666666","3","5","false","ACOT8","9.333333333333334","0","3","0","0.9644311972180825","false","0","ACOT8","158","0.3888888888888889"
"3.3333333333333335","0.0024255796950212994","Outlier","0.3","0.2","5","6","false","ACAT1","5.4","0","5","0","0.9617486338797814","false","0","ACAT1","300","0.2736842105263158"
"2.5090909090909093","0.01155795509379812","Cluster","0.39855072463768115","0.38181818181818183","11","5","false","UBQLN1","15.0","0","11","0","0.9752608047690015","false","0","UBQLN1","2048","0.18872266973532797"
"2.672727272727273","0.005553687020632954","Outlier","0.37414965986394555","0.16666666666666666","4","4","false","HSD11B1","19.75","0","4","0","0.9725782414307005","false","0","HSD11B1","812","0.28308823529411764"
"3.6424242424242426","5.274426969283809E-4","Outlier","0.27454242928452577","0.0","2","6","false","APBB2","5.5","0","2","0","0.9566815697963239","false","0","APBB2","34","0.5"
"2.3212121212121213","0.01338541389453107","Outlier","0.4308093994778068","0.19444444444444445","9","4","false","BCHE","21.11111111111111","0","9","0","0.978340784898162","false","0","BCHE","2462","0.20085470085470086"
"3.090909090909091","0.004826036136894641","Outlier","0.3235294117647059","0.0","4","5","false","ABCA2","6.5","0","4","0","0.9657228017883756","false","0","ABCA2","614","0.275"
"1.812121212121212","0.17272155424690183","Overlap","0.5518394648829432","0.17978142076502732","61","4","false","TNF","15.672131147540984","0","61","0","0.9866865375062096","true","0","TNF","27800","0.11356616773580423"
"2.696969696969697","0.0038350879236487543","Outlier","0.3707865168539326","0.17857142857142858","8","4","false","VLDLR","11.875","0","8","0","0.972180824639841","false","0","VLDLR","500","0.20043103448275862"
"2.1515151515151514","0.020602767722959058","Overlap","0.46478873239436624","0.32688172043010755","31","4","false","IL10","19.225806451612904","0","31","0","0.9811227024341779","true","0","IL10","5062","0.17013988010276906"
"2.090909090909091","0.06713747433849386","Outlier","0.4782608695652174","0.2172043010752688","31","3","false","RHOA","16.548387096774192","0","31","0","0.9821162444113264","false","0","RHOA","9774","0.14088778604907637"
"3.1151515151515152","2.6172731965414886E-4","Outlier","0.32101167315175094","0.3333333333333333","3","5","false","DHCR24","10.0","0","3","0","0.9653253849975161","false","0","DHCR24","40","0.38666666666666666"
"2.7515151515151515","0.008089291761585992","Outlier","0.3634361233480176","0.25","9","5","false","SOAT1","10.222222222222221","0","9","0","0.9712866368604074","false","0","SOAT1","1442","0.18585858585858586"
"2.5454545454545454","4.961040563866095E-4","Cluster","0.39285714285714285","0.6111111111111112","9","5","false","CFH","25.88888888888889","0","9","0","0.9746646795827123","false","0","CFH","124","0.3319088319088319"
"2.1272727272727274","0.029336228449373353","Outlier","0.47008547008547","0.3695652173913043","24","4","false","CAV1","22.041666666666668","0","24","0","0.9815201192250373","false","0","CAV1","5158","0.18032786885245902"
"1.9515151515151514","0.08606894470093794","Cluster","0.5124223602484472","0.2119487908961593","38","4","false","SNCA","17.526315789473685","0","38","0","0.984401390958768","false","0","SNCA","15484","0.12867647058823528"
"2.109090909090909","0.04326236226542475","Overlap","0.4741379310344828","0.2391304347826087","24","4","false","CLU","18.083333333333332","0","24","0","0.9818181818181818","false","0","CLU","7050","0.14466666666666667"
"2.242424242424242","0.02653009023444592","Outlier","0.445945945945946","0.4105263157894737","20","4","false","NOS3","22.25","0","20","0","0.9796323894684551","false","0","NOS3","4348","0.20700934579439254"
"2.2484848484848485","0.041511229485214914","Outlier","0.444743935309973","0.23684210526315788","20","4","false","IDE","15.4","0","20","0","0.9795330352707402","false","0","IDE","6664","0.14128440366972478"
"1.9636363636363636","0.05347387726387916","Overlap","0.5092592592592593","0.2568710359408034","44","4","false","IL1B","18.386363636363637","0","44","0","0.9842026825633383","true","0","IL1B","12730","0.14035392088827203"
"2.109090909090909","0.01814990518805403","Outlier","0.4741379310344828","0.3732193732193732","27","4","false","SIRT1","22.185185185185187","0","27","0","0.9818181818181818","false","0","SIRT1","4956","0.18184578020643594"
"2.2545454545454544","0.01516606586211944","Outlier","0.44354838709677424","0.3516483516483517","14","4","false","ABCA1","24.928571428571427","0","14","0","0.9794336810730253","false","0","ABCA1","2826","0.22060682680151708"
